user_id,post_id,likes,time
5630155732,2196020181921270467,275280,1576006027
5630155732,2194838387914149866,397524,1575865146
5630155732,2188688287810704373,220659,1575131997
5630155732,2165681581518365428,74739,1572389522
5630155732,2145927939760405418,291107,1570034566
5630155732,2140201526486962283,221650,1569351925
5630155732,2137321569695899340,207277,1569008607
5630155732,2135473587086184145,145842,1568788310
5630155732,2121913180987920809,322357,1567171784
5630155732,2121301816821010525,258949,1567098984
5630155732,2111062459866655073,364985,1565878277
5630155732,2110340217948006506,51791,1565792276
5630155732,2106719841569288692,382756,1565360597
5630155732,2104706248158189991,69385,1565120598
5630155732,2076367105741149280,218113,1561742269
5630155732,2067616088811872915,429598,1560699066
5630155732,2061891146489118609,199063,1560017640
5630155732,2061133766604169185,124447,1559926313
5630155732,2048128210890396357,341348,1558375930
5630155732,2044596258475285549,242625,1557954889
5630155732,2042256501791308298,109286,1557675968
5630155732,2038815764986724869,109035,1557265800
5630155732,2033620550265439935,109244,1556646482
5630155732,2029892302553517334,65194,1556202116
5630155732,2029428458701999862,128423,1556146746
5630155732,2028436760702291336,275104,1556028526
5630155732,2024813391973123644,202263,1555596587
5630155732,2020711777376954091,166816,1555107637
5630155732,2018399784586527135,96755,1554832026
5630155732,2004076139068479361,139820,1553124514
5630155732,2003273368652048545,146954,1553028816
5630155732,1994533860699834055,189709,1551986986
5630155732,1993095503851672485,198169,1551815520
5630155732,1985755178468507363,113669,1550940485
5630155732,1984256489367302769,346611,1550761828
5630155732,1982955611922514024,100940,1550606768
5630155732,1977729688092739801,122430,1549983839
5630155732,1965188410475745074,321167,1548488735
5630155732,1952504881258414259,209111,1546976741
5630155732,1940077007100416225,246179,1545495223
5630155732,1937876100392525513,116285,1545232854
5630155732,1934313977057941666,179412,1544808216
5630155732,1928088045515244993,143996,1544066027
5630155732,1926350834155531635,133964,1543860320
5630155732,1924093554802353466,220566,1543589847
5630155732,1922786375776363651,109691,1543434019
5630155732,1921412974486894126,292747,1543270297
5630155732,1915725140841000980,76495,1542592287
5630155732,1913221352754301320,185300,1542293779
5630155732,1903067970617734562,176504,1541083402
5630155732,1902384931650521732,238459,1541001977
5630155732,1898113945388344288,115853,1540492836
5630155732,1896969795930561811,78912,1540356443
5630155732,1895913162437673917,166737,1540230482
5630155732,1891600046757460772,290287,1539716319
5630155732,1889325041923153262,159161,1539445117
5630155732,1881680890368989688,135785,1538533863
5630155732,1877198412577038015,89174,1537999510
5630155732,1872609371538028426,77414,1537452454
5630155732,1871250902314470803,108325,1537290512
5630155732,1865605437724199584,101637,1536617520
5630155732,1863191979275598858,149720,1536329813
5630155732,1861224824225190416,163706,1536095310
5630155732,1850981263990906940,221505,1534874183
5630155732,1846512038815579268,323861,1534341410
5630155732,1840878681528305553,59411,1533669861
5630155732,1836513249144975684,84323,1533149461
5630155732,1827003581834061442,76029,1532015820
5630155732,1826207170024459180,157622,1531920881
5630155732,1824441792655106950,77110,1531710431
5630155732,1821882752758575465,92963,1531405370
5630155732,1820561946791297326,43481,1531247925
5630155732,1816935218281752462,207094,1530815578
5630155732,1807493206646310278,145734,1529690002
5630155732,1805322752229723124,218178,1529431264
5630155732,1803839246089635106,300674,1529254416
5630155732,1801551667789142253,136863,1528981716
5630155732,1800978598523581997,117055,1528913400
5630155732,1799672509865805382,87356,1528757703
5630155732,1795086895245850522,152823,1528211055
5630155732,1788555579398545444,138275,1527432461
5630155732,1783964900676376449,37892,1526914475
5630155732,1779902897758489590,152657,1526400981
5630155732,1777028841925273711,77568,1526058367
5630155732,1774887441586911685,159903,1525803092
5630155732,1774218780199056472,81488,1525723382
5630155732,1771128819622950756,190436,1525355030
5630155732,1768303933229688592,86717,1525018277
5630155732,1765031255089779068,73741,1524628143
5630155732,1764031655994428902,44133,1524509003
5630155732,1754701657173096736,79741,1523396759
5630155732,1751085028388307622,37211,1522965676
5630155732,1749558219003853083,115998,1522783614
5630155732,1745234349262300276,198296,1522268168
5630155732,1744565201603397520,255433,1522188399
5630155732,1735747528400775908,286424,1521137251
5630155732,1729337674010399603,153418,1520373137
5630155732,1728706444923287049,174842,1520297888
5630155732,1720420571072978416,158590,1519310135
5630155732,1714626746258019527,38114,1518619475
5630155732,1713881970130704947,91383,1518530673
5630155732,1711014612466823311,109093,1518188858
5630155732,1703939987685632042,34259,1517345948
5630155732,1701710005231960459,73497,1517079662
5630155732,1700421739639760342,80819,1516926089
5630155732,1700209462609381426,136806,1516900783
5630155732,1693774028534611461,90676,1516133620
5630155732,1685737028795542071,68252,1515175535
5630155732,1684637570544520369,37254,1515074480
5630155732,1674977142172365995,85139,1513892856
5630155732,1670485431660420921,41033,1513357403
5630155732,1664649278398976264,32175,1512661679
5630155732,1663185539611112333,36696,1512487188
5630155732,1659732633041768217,71942,1512075569
5630155732,1653084154748012302,51812,1511283009
5630155732,1646020463737201690,69981,1510440951
5630155732,1643633249619364370,44878,1510156373
5630155732,1639335868174406445,86262,1509644085
5630155732,1623296058766890550,97389,1507731991
5630155732,1622646845972171629,60313,1507654599
5630155732,1616106554138073453,62797,1506874935
5630155732,1613144657877205693,76899,1506521850
5630155732,1611886796450793745,71103,1506371901
5630155732,1608951756863399360,69147,1506022017
5630155732,1608217945880028509,84821,1505934540
5630155732,1603183182949410589,56561,1505334349
5630155732,1592876201030267973,94166,1504105661
5630155732,1588499363067631078,105489,1503583902
5630155732,1587110465863358874,49155,1503418332
5630155732,1586405828772478953,99507,1503334333
5630155732,1583421736816588904,82125,1502978602
5630155732,1581972403281961259,127899,1502805828
5630155732,1579161476018820490,170775,1502470739
